label,message,label_num,message_length,clean_text
ham,Then what about further plan?,0,29,plan
ham,Its good to hear from you,0,25,good hear
ham,"awesome, how do I deal with the gate? Charles told me last night but, uh, yeah",0,78,awesom deal gate charl told last night uh yeah
ham,What time you thinkin of goin?,0,30,time thinkin goin
spam,Get a FREE mobile video player FREE movie. To collect text GO to 89105. Its free! Extra films can be ordered t's and c's apply. 18 yrs only,1,139,get free mobil video player free movi collect text go free extra film order c appli yr
spam,Save money on wedding lingerie at www.bridal.petticoatdreams.co.uk Choose from a superb selection with national delivery. Brought to you by WeddingFriend,1,153,save money wed lingeri www bridal petticoatdream co uk choos superb select nation deliveri brought weddingfriend
ham,Your board is working fine. The issue of overheating is also reslove. But still software inst is pending. I will come around 8'o clock.,0,135,board work fine issu overh also reslov still softwar inst pend come around clock
ham,Yes but I don't care cause I know its there!,0,44,ye care caus know
ham,"wiskey Brandy Rum Gin Beer Vodka Scotch Shampain Wine ""KUDI""yarasu dhina vaazhthukkal. ..",0,89,wiskey brandi rum gin beer vodka scotch shampain wine kudi yarasu dhina vaazhthukk
ham,"Mon okie lor... Haha, best is cheap n gd food la, ex oso okie... Depends on whether wana eat western or chinese food... Den which u prefer... ",0,142,mon oki lor haha best cheap n gd food la ex oso oki depend whether wana eat western chines food den u prefer
ham,Sitting ard nothing to do lor. U leh busy w work?,0,49,sit ard noth lor u leh busi w work
ham,Its  &lt;#&gt; k here oh. Should i send home for sale.,0,54,lt gt k oh send home sale
ham,Sorry. || mail? || ,0,19,sorri mail
ham,Ya just telling abt tht incident..,0,34,ya tell abt tht incid
ham,Yes we were outside for like 2 hours. And I called my whole family to wake them up cause it started at 1 am,0,107,ye outsid like hour call whole famili wake caus start
ham,Ugh just got outta class,0,24,ugh got outta class
ham,"Nowadays people are notixiquating the laxinorficated opportunity for bambling of entropication.... Have you ever oblisingately opted ur books for the masteriastering amplikater of fidalfication? It is very champlaxigating, i think it is atrocious.. Wotz Ur Opinion???? Junna",0,274,nowaday peopl notixiqu laxinorf opportun bambl entrop ever oblising opt ur book masteriast amplikat fidalf champlaxig think atroci wotz ur opinion junna
ham,I dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.,0,118,dont file bag work call tell find anyth room
ham,No need lar. Jus testing e phone card. Dunno network not gd i thk. Me waiting 4 my sis 2 finish bathing so i can bathe. Dun disturb u liao u cleaning ur room.,0,158,need lar ju test e phone card dunno network gd thk wait si finish bath bath dun disturb u liao u clean ur room
ham,Ok. I.ll do you right later.,0,28,ok right later
ham,Friendship poem: Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always my Dear. Gud ni8,0,127,friendship poem dear dear u r near hear dont get fear live cheer tear u r alway dear gud ni
ham,Have your lunch and come quickly and open the door:),0,52,lunch come quickli open door
spam,Not heard from U4 a while. Call me now am here all night with just my knickers on. Make me beg for it like U did last time 01223585236 XX Luv Nikiyu4.net,1,153,heard u call night knicker make beg like u last time xx luv nikiyu net
ham,I am back. Bit long cos of accident on a30. Had to divert via wadebridge.I had a brilliant weekend thanks. Speak soon. Lots of love,0,131,back bit long co accid divert via wadebridg brilliant weekend thank speak soon lot love
ham,"K.. I yan jiu liao... Sat we can go 4 bugis vill one frm 10 to 3 den hop to parco 4 nb. Sun can go cine frm 1030 to 2, den hop to orc mrt 4 hip hop at 4...",0,155,k yan jiu liao sat go bugi vill one frm den hop parco nb sun go cine frm den hop orc mrt hip hop
spam,Bloomberg -Message center +447797706009 Why wait? Apply for your future http://careers. bloomberg.com,1,101,bloomberg messag center wait appli futur http career bloomberg com
ham,i am seeking a lady in the street and a freak in the sheets. Is that you?,0,73,seek ladi street freak sheet
ham,My phone,0,8,phone
ham,"Haha figures, well I found the piece and priscilla's bowl",0,57,haha figur well found piec priscilla bowl
ham,"Actually fuck that, just do whatever, do find an excuse to be in tampa at some point before january though",0,106,actual fuck whatev find excus tampa point januari though
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only,1,156,urgent tri contact u today draw show prize guarante call land line claim valid hr
ham,yay! finally lol. i missed our cinema trip last week :-(,0,56,yay final lol miss cinema trip last week
ham,All day working day:)except saturday and sunday..,0,49,day work day except saturday sunday
ham,aathi..where are you dear..,0,27,aathi dear
ham,Heart is empty without love.. Mind is empty without wisdom.. Eyes r empty without dreams &amp; Life is empty without frnds.. So Alwys Be In Touch. Good night &amp; sweet dreams,0,176,heart empti without love mind empti without wisdom eye r empti without dream amp life empti without frnd alwi touch good night amp sweet dream
ham,"I think I‘m waiting for the same bus! Inform me when you get there, if you ever get there.",0,90,think wait bu inform get ever get
ham,You getting back any time soon?,0,31,get back time soon
ham,", how's things? Just a quick question.",0,38,thing quick question
ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng",0,156,night end anoth day morn come special way may smile like sunni ray leav worri blue blue bay gud mrng
ham,"I can probably come by, everybody's done around  &lt;#&gt;  right?",0,66,probabl come everybodi done around lt gt right
ham,I got it before the new year cos yetunde said she wanted to surprise you with it but when i didnt see money i returned it mid january before the  &lt;#&gt; day return period ended.,0,180,got new year co yetund said want surpris didnt see money return mid januari lt gt day return period end
ham,I can ask around but there's not a lot in terms of mids up here,0,63,ask around lot term mid
ham,Be sure to check your yahoo email. We sent photos yesterday,0,59,sure check yahoo email sent photo yesterday
ham,What was she looking for?,0,25,look
ham,Wherre's my boytoy ? :-(,0,24,wherr boytoy
spam,Do you want a NEW video phone750 anytime any network mins 150 text for only five pounds per week call 08000776320 now or reply for delivery tomorrow,1,148,want new video phone anytim network min text five pound per week call repli deliveri tomorrow
ham,"Hello, my love! How goes that day ? I wish your well and fine babe and hope that you find some job prospects. I miss you, boytoy ... *a teasing kiss*",0,149,hello love goe day wish well fine babe hope find job prospect miss boytoy teas kiss
ham,Tell my  bad character which u Dnt lik in me. I'll try to change in  &lt;#&gt; . I ll add tat 2 my new year resolution. Waiting for ur reply.Be frank...good morning.,0,165,tell bad charact u dnt lik tri chang lt gt add tat new year resolut wait ur repli frank good morn
ham,No:-)i got rumour that you going to buy apartment in chennai:-),0,63,got rumour go buy apart chennai
ham,"Yeah, probably earlier than that",0,32,yeah probabl earlier
ham,Change windows logoff sound..,0,29,chang window logoff sound
ham,Still i have not checked it da. . .,0,35,still check da
ham,I'm also came to room.,0,22,also came room
ham,Huh but i got lesson at 4 lei n i was thinkin of going to sch earlier n i tot of parkin at kent vale...  ,0,105,huh got lesson lei n thinkin go sch earlier n tot parkin kent vale
ham,Ok.,0,3,ok
ham,I will reach office around  &lt;DECIMAL&gt; . &amp; my mobile have problem. You cann't get my voice. So call you asa i'll free,0,126,reach offic around lt decim gt amp mobil problem cann get voic call asa free
ham,"Cool, text me when you head out",0,31,cool text head
spam,"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000878. PoBox45W2TG150P",1,140,contact date servic someon know find call land line pobox w tg p
spam,"Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text",1,161,wan win meet greet westlif u current tour unbreak untam unkempt text cost p std text
ham,Happy birthday... May u find ur prince charming soon n dun work too hard...,0,75,happi birthday may u find ur princ charm soon n dun work hard
ham,"Oh, the grand is having a bit of a party but it doesn't mention any cover charge so it's probably first come first served",0,121,oh grand bit parti mention cover charg probabl first come first serv
ham,You said to me before i went back to bed that you can't sleep for anything.,0,75,said went back bed sleep anyth
ham,I hope you arnt pissed off but id would really like to see you tomorrow. Love me xxxxxxxxxxxxxX,0,95,hope arnt piss id would realli like see tomorrow love xxxxxxxxxxxxxx
spam,Dorothy@kiefer.com (Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..,1,156,dorothi kiefer com bank granit issu strong buy explos pick member nasdaq symbol cdgt per
ham,says the  &lt;#&gt;  year old with a man and money. I'm down to my last  &lt;#&gt; . Still waiting for that check.,0,114,say lt gt year old man money last lt gt still wait check
ham,I will come to ur home now,0,26,come ur home
ham,Free any day but i finish at 6 on mon n thurs...,0,48,free day finish mon n thur
ham,Will you be here for food,0,25,food
ham,"life alle mone,eppolum oru pole allalo",0,38,life all mone eppolum oru pole allalo
ham,Nite...,0,7,nite
ham,"Two fundamentals of cool life: ""Walk, like you are the KING""...! OR ""Walk like you Dont care,whoever is the KING""!... Gud nyt",0,125,two fundament cool life walk like king walk like dont care whoever king gud nyt
ham,"Camera quite good, 10.1mega pixels, 3optical and 5digital dooms. Have a lovely holiday, be safe and i hope you hav a good journey! Happy new year to you both! See you in a couple of weeks! ",0,189,camera quit good mega pixel optic digit doom love holiday safe hope hav good journey happi new year see coupl week
ham,Hi Petey!noim ok just wanted 2 chat coz avent spoken 2 u 4 a long time-hope ur doin alrite.have good nit at js love ya am.x,0,124,hi petey noi ok want chat coz avent spoken u long time hope ur doin alrit good nit js love ya x
ham,I just saw ron burgundy captaining a party boat so yeah,0,55,saw ron burgundi captain parti boat yeah
ham,I'm serious. You are in the money base,0,38,seriou money base
ham,Already one guy loving you:-.,0,29,alreadi one guy love
ham,Staff of placement training in Amrita college.,0,46,staff placement train amrita colleg
ham,I always chat with you. In fact i need money can you raise me?,0,62,alway chat fact need money rais
ham,I'm job profile seems like bpo..,0,32,job profil seem like bpo
ham,"Well, I was about to give up cos they all said no they didn‘t do one nighters. I persevered and found one but it is very cheap so i apologise in advance. It is just somewhere to sleep isnt it?",0,192,well give co said one nighter persev found one cheap apologis advanc somewher sleep isnt
ham,"So you think i should actually talk to him? Not call his boss in the morning? I went to this place last year and he told me where i could go and get my car fixed cheaper. He kept telling me today how much he hoped i would come back in, how he always regretted not getting my number, etc.",0,287,think actual talk call boss morn went place last year told could go get car fix cheaper kept tell today much hope would come back alway regret get number etc
ham,Are you willing to go for apps class.,0,37,will go app class
ham,Hanging out with my brother and his family,0,42,hang brother famili
ham,No it will reach by 9 only. She telling she will be there. I dont know,0,70,reach tell dont know
ham,Hey... are you going to quit soon? Xuhui and i working till end of the month ,0,77,hey go quit soon xuhui work till end month
ham,"Im sorry bout last nite it wasnt ur fault it was me, spouse it was pmt or sumthin! U 4give me? I think u shldxxxx",0,114,im sorri bout last nite ur fault spous pmt sumthin u give think u shldxxxx
ham,Try neva mate!!,0,15,tri neva mate
ham,Yeah that'd pretty much be the best case scenario,0,49,yeah pretti much best case scenario
ham,I not free today i haf 2 pick my parents up tonite...,0,53,free today haf pick parent tonit
ham,"HEY BABE! FAR 2 SPUN-OUT 2 SPK AT DA MO... DEAD 2 DA WRLD. BEEN SLEEPING ON DA SOFA ALL DAY, HAD A COOL NYTHO, TX 4 FONIN HON, CALL 2MWEN IM BK FRMCLOUD 9! J X",0,159,hey babe far spun spk da mo dead da wrld sleep da sofa day cool nytho tx fonin hon call mwen im bk frmcloud j x
ham,Should i send you naughty pix? :),0,33,send naughti pix
spam,"You are a £1000 winner or Guaranteed Caller Prize, this is our Final attempt to contact you! To Claim Call 09071517866 Now! 150ppmPOBox10183BhamB64XE",1,149,winner guarante caller prize final attempt contact claim call ppmpobox bhamb xe
spam,"Xmas & New Years Eve tickets are now on sale from the club, during the day from 10am till 8pm, and on Thurs, Fri & Sat night this week. They're selling fast!",1,157,xma new year eve ticket sale club day till pm thur fri sat night week sell fast
ham,"Tyler (getting an 8th) has to leave not long after 9, can you get here in like an hour?",0,87,tyler get th leav long get like hour
ham,Prepare to be pounded every night...,0,36,prepar pound everi night
ham,"Actually, my mobile is full of msg. And i m doing a work online, where i need to send them  &lt;#&gt;  sent msg i wil explain u later.",0,134,actual mobil full msg work onlin need send lt gt sent msg wil explain u later
ham,"Sorry, I'll call later",0,22,sorri call later
ham,Good evening! How are you?,0,26,good even
ham,I'm at home. Please call,0,24,home pleas call
ham,Oic cos me n my sis got no lunch today my dad went out... So dunno whether 2 eat in sch or wat...,0,97,oic co n si got lunch today dad went dunno whether eat sch wat
ham,"Mmmmm ... It was sooooo good to wake to your words this morning, my Love!! Mmmm fuck ... I love you too, my Lion ... *devouring kiss from across the sea*",0,153,mmmmm sooooo good wake word morn love mmmm fuck love lion devour kiss across sea
ham,We are pleased to inform that your application for Airtel Broadband is processed successfully. Your installation will happen within 3 days.,0,139,pleas inform applic airtel broadband process success instal happen within day
ham,What happen dear. Why you silent. I am tensed,0,45,happen dear silent tens
ham,"I'll get there at 3, unless you guys want me to come some time sooner",0,69,get unless guy want come time sooner
ham,If you are not coughing then its nothing,0,40,cough noth
ham,Ü come lt 25 n pass to me lar,0,29,come lt n pass lar
ham,I'm e person who's doing e sms survey...,0,40,e person e sm survey
ham,Lol ok ill try to send. Be warned Sprint is dead slow. You'll prolly get it tomorrow,0,84,lol ok ill tri send warn sprint dead slow prolli get tomorrow
ham,Thank You meet you monday,0,25,thank meet monday
ham,SO IS TH GOWER MATE WHICH IS WHERE I AM!?! HOW R U MAN? ALL IS GOOD IN WALES ILL B BACK MORROW. C U THIS WK? WHO WAS THE MSG 4?  RANDOM!,0,138,th gower mate r u man good wale ill b back morrow c u wk msg random
spam,"Rock yr chik. Get 100's of filthy films &XXX pics on yr phone now. rply FILTH to 69669. Saristar Ltd, E14 9YT 08701752560. 450p per 5 days. Stop2 cancel",1,152,rock yr chik get filthi film xxx pic yr phone rpli filth saristar ltd e yt p per day stop cancel
ham,"Single line with a big meaning::::: ""Miss anything 4 ur ""Best Life"" but, don't miss ur best life for anything... Gud nyt...",0,123,singl line big mean miss anyth ur best life miss ur best life anyth gud nyt
ham,"I got like $ &lt;#&gt; , I can get some more later though. Get whatever you feel like",0,85,got like lt gt get later though get whatev feel like
ham,"Dad wanted to talk about the apartment so I got a late start, omw now",0,69,dad want talk apart got late start omw
ham,I love you both too :-),0,23,love
ham,Lol u still feeling sick?,0,25,lol u still feel sick
ham,Din i tell u jus now 420,0,24,din tell u ju
ham,am up to my eyes in philosophy,0,30,eye philosophi
spam,From next month get upto 50% More Calls 4 Ur standard network charge 2 activate Call 9061100010 C Wire3.net 1st4Terms PoBox84 M26 3UZ Cost £1.50 min MobcudB more,1,161,next month get upto call ur standard network charg activ call c wire net st term pobox uz cost min mobcudb
ham,Ok lor. I'm in town now lei.,0,28,ok lor town lei
ham,I had it already..sabarish asked me to go..,0,43,alreadi sabarish ask go
ham,No da. . Vijay going to talk in jaya tv,0,39,da vijay go talk jaya tv
spam,URGENT! We are trying to contact U Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050000460 from land line. Claim J89. po box245c2150pm,1,156,urgent tri contact u today draw show prize guarante call land line claim j po box c pm
ham,Lol I know! Hey someone did a great inpersonation of flea on the forums. I love it!,0,83,lol know hey someon great inperson flea forum love
spam,Text BANNEDUK to 89555 to see! cost 150p textoperator g696ga 18+ XXX,1,68,text banneduk see cost p textoper g ga xxx
ham,Still chance there. If you search hard you will get it..let have a try :),0,73,still chanc search hard get let tri
spam,"Auction round 4. The highest bid is now £54. Next maximum bid is £71. To bid, send BIDS e. g. 10 (to bid £10) to 83383. Good luck.",1,130,auction round highest bid next maximum bid bid send bid e g bid good luck
ham,Do you always celebrate NY's with your family ?,0,47,alway celebr ny famili
ham,"We know TAJ MAHAL as symbol of love. But the other lesser known facts 1. Mumtaz was Shahjahan's 4th wife, out of his 7 wifes. 2. Shahjahan killed Mumtaz's husband to marry her. 3. Mumtaz died in her  &lt;#&gt; th delivery. 4. He then married Mumtaz's sister. Question arises where the Hell is the LOVE?:-| -The Great Hari-",0,322,know taj mahal symbol love lesser known fact mumtaz shahjahan th wife wife shahjahan kill mumtaz husband marri mumtaz die lt gt th deliveri marri mumtaz sister question aris hell love great hari
ham,Its ok..come to my home it vl nice to meet and v can chat..,0,59,ok come home vl nice meet v chat
spam,Collect your VALENTINE'S weekend to PARIS inc Flight & Hotel + £200 Prize guaranteed! Text: PARIS to No: 69101. www.rtf.sphosting.com,1,133,collect valentin weekend pari inc flight hotel prize guarante text pari www rtf sphost com
ham,Sent me de webadres for geting salary slip,0,42,sent de webadr gete salari slip
ham,She's fine. Sends her greetings,0,31,fine send greet
spam,Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY £10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg,1,144,custom loyalti offer new nokia mobil txtauction txt word start get ctxt tc p mtmsg
ham,But you dint in touch with me.,0,30,dint touch
ham,"Yup, leaving right now, be back soon",0,36,yup leav right back soon
spam,You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt,1,149,believ true incred txt repli g learn truli amaz thing blow mind fwd p txt
ham,Yeah sure I'll leave in a min,0,29,yeah sure leav min
ham,And do you have any one that can teach me how to ship cars.,0,59,one teach ship car
ham,"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL",0,154,sign matur start say big thing actual start understand small thing nice even bslvyl
ham,Yeah confirmed for you staying at  that weekend,0,47,yeah confirm stay weekend
ham,They said ü dun haf passport or smth like dat.. Or ü juz send to my email account..  ,0,85,said dun haf passport smth like dat juz send email account
ham,"Multiply the numbers independently and count decimal points then, for the division, push the decimal places like i showed you.",0,126,multipli number independ count decim point divis push decim place like show
ham,"Have a lovely night and when you wake up to see this message, i hope you smile knowing all is as should be. Have a great morning",0,128,love night wake see messag hope smile know great morn
ham,Ard 4 lor...,0,12,ard lor
ham,You are right. Meanwhile how's project twins comin up,0,53,right meanwhil project twin comin
ham,I sent your maga that money yesterday oh.,0,41,sent maga money yesterday oh
spam,Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY £10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&,1,142,hi ibh custom loyalti offer new nokia mobil txtauction txt word start get
ham,Heart is empty without love.. Mind is empty without wisdom.. Eyes r empty without dreams &amp; Life is empty without frnds.. So Alwys Be In Touch. Good night &amp; sweet dreams,0,176,heart empti without love mind empti without wisdom eye r empti without dream amp life empti without frnd alwi touch good night amp sweet dream
spam,I am hot n horny and willing I live local to you - text a reply to hear strt back from me 150p per msg Netcollex LtdHelpDesk: 02085076972 reply Stop to end,1,155,hot n horni will live local text repli hear strt back p per msg netcollex ltdhelpdesk repli stop end
ham,Our ride equally uneventful - not too many of those pesky cyclists around at that time of night ;).,0,99,ride equal unev mani peski cyclist around time night
ham,If you were/are free i can give. Otherwise nalla adi entey nattil kittum,0,72,free give otherwis nalla adi entey nattil kittum
ham,I've sent my wife your text. After we buy them she'll tell you what to do. So just relax. We should go get them this wkend.,0,123,sent wife text buy tell relax go get wkend
ham,I am in escape theatre now. . Going to watch KAVALAN in a few minutes,0,69,escap theatr go watch kavalan minut
ham,How much would it cost to hire a hitman,0,39,much would cost hire hitman
ham,I anything lor...,0,17,anyth lor
ham,"Sorry, I'll call later",0,22,sorri call later
spam,Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 08000930705,1,157,want new nokia colour phone deliv tomorrow free minut mobil free text free camcord repli call
ham,Huh but i cant go 2 ur house empty handed right?,0,48,huh cant go ur hous empti hand right
ham,Good morning princess! Happy New Year!,0,38,good morn princess happi new year
spam,Congratulations YOU'VE Won. You're a Winner in our August £1000 Prize Draw. Call 09066660100 NOW. Prize Code 2309.,1,114,congratul winner august prize draw call prize code
ham,"Aight, we'll head out in a few",0,30,aight head
ham,Then wat r u doing now? Busy wif work?,0,38,wat r u busi wif work
ham,I know you mood off today,0,25,know mood today
ham,"Jay told me already, will do",0,28,jay told alreadi
ham,Cps is causing the outages to conserve energy.,0,46,cp caus outag conserv energi
ham,"I'm not sure, I was just checking out what was happening around the area",0,72,sure check happen around area
ham,Hey morning what you come to ask:-) pa...,0,41,hey morn come ask pa
ham,Jordan got voted out last nite!,0,31,jordan got vote last nite
ham,"That means you got an A in epi, she.s fine. She.s here now.",0,59,mean got epi fine
ham,I have no idea where you are,0,28,idea
ham,Pls come quick cant bare this.,0,30,pl come quick cant bare
ham,Joy's father is John. Then John is the ____ of Joy's father. If u ans ths you hav  &lt;#&gt;  IQ. Tis s IAS question try to answer.,0,131,joy father john john joy father u an th hav lt gt iq ti ia question tri answer
ham,"Call me. I m unable to cal. Lets meet bhaskar, and deep",0,55,call unabl cal let meet bhaskar deep
ham,No. I.ll meet you in the library,0,32,meet librari
ham,"K, my roommate also wants a dubsack and another friend may also want some so plan on bringing extra, I'll tell you when they know for sure",0,138,k roommat also want dubsack anoth friend may also want plan bring extra tell know sure
ham,Depends on individual lor e hair dresser say pretty but my parents say look gong. U kaypoh.. I also dunno wat she collecting.,0,125,depend individu lor e hair dresser say pretti parent say look gong u kaypoh also dunno wat collect
ham,Ok c ü then.,0,12,ok c
ham,I enjoy watching and playing football and basketball. Anything outdoors. And you?,0,81,enjoy watch play footbal basketbal anyth outdoor
ham,"Can you please ask macho what his price range is, does he want something new or used plus it he only interfued in the blackberry bold  &lt;#&gt;  or any bb",0,155,pleas ask macho price rang want someth new use plu interfu blackberri bold lt gt bb
ham,Sorry sent blank msg again. Yup but trying 2 do some serious studying now.,0,74,sorri sent blank msg yup tri seriou studi
ham,Hey check it da. I have listed da.,0,34,hey check da list da
spam,8007 25p 4 Alfie Moon's Children in Need song on ur mob. Tell ur m8s. Txt TONE CHARITY to 8007 for nokias or POLY CHARITY for polys :zed 08701417012 profit 2 charity ,1,166,p alfi moon children need song ur mob tell ur txt tone chariti nokia poli chariti poli zed profit chariti
ham,I meant as an apology from me for texting you to get me drugs at  &lt;#&gt; at night,0,84,meant apolog text get drug lt gt night
ham,That means from february to april i'll be getting a place to stay down there so i don't have to hustle back and forth during audition season as i have since my sister moved away from harlem.,0,190,mean februari april get place stay hustl back forth audit season sinc sister move away harlem
ham,Goin to workout lor... Muz lose e fats... ,0,42,goin workout lor muz lose e fat
ham,"Damn, poor zac doesn't stand a chance",0,37,damn poor zac stand chanc
ham,No message..no responce..what happend?,0,38,messag responc happend
ham,I want to tel u one thing u should not mistake me k THIS IS THE MESSAGE THAT YOU SENT:),0,87,want tel u one thing u mistak k messag sent
ham,Yeah right! I'll bring my tape measure fri!,0,43,yeah right bring tape measur fri
ham,Still chance there. If you search hard you will get it..let have a try :),0,73,still chanc search hard get let tri
ham,Meeting u is my work. . . Tel me when shall i do my work tomorrow,0,65,meet u work tel shall work tomorrow
ham,Should I head straight there or what,0,36,head straight
spam,Get the official ENGLAND poly ringtone or colour flag on yer mobile for tonights game! Text TONE or FLAG to 84199. Optout txt ENG STOP Box39822 W111WX £1.50,1,156,get offici england poli rington colour flag yer mobil tonight game text tone flag optout txt eng stop box w wx
ham,Thank you princess! You are so sexy...,0,38,thank princess sexi
ham,Oooh I got plenty of those!,0,27,oooh got plenti
ham,Hui xin is in da lib.,0,21,hui xin da lib
ham,Its a big difference.  &lt;#&gt;  versus  &lt;#&gt;  every  &lt;#&gt; hrs,0,73,big differ lt gt versu lt gt everi lt gt hr
ham,"It's not that you make me cry. It's just that when all our stuff happens on top of everything else, it pushes me over the edge. You don't underdtand how often i cry over my sorry, sorry life.",0,191,make cri stuff happen top everyth els push edg underdtand often cri sorri sorri life
ham,ME 2 BABE I FEEL THE SAME LETS JUST 4GET ABOUT IT+BOTH TRY +CHEER UP+NOT FIT SOO MUCHXXLOVE U LOCAXX,0,100,babe feel let get tri cheer fit soo muchxxlov u locaxx
ham,You know what hook up means right?,0,34,know hook mean right
spam,"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07090298926 to re-schedule. Ref:9307622",1,152,custom servic announc recent tri make deliveri unabl pleas call schedul ref
ham,Wat's da model num of ur phone?,0,31,wat da model num ur phone
ham,He's really into skateboarding now despite the fact that he gets thrown off of it and winds up with bandages and shit all over his arms every five minutes,0,154,realli skateboard despit fact get thrown wind bandag shit arm everi five minut
spam,"You can stop further club tones by replying ""STOP MIX"" See my-tone.com/enjoy. html for terms. Club tones cost GBP4.50/week. MFL, PO Box 1146 MK45 2WT (2/3)",1,155,stop club tone repli stop mix see tone com enjoy html term club tone cost gbp week mfl po box mk wt
ham,My house here e sky quite dark liao... If raining then got excuse not 2 run already rite... Hee...,0,98,hous e sky quit dark liao rain got excus run alreadi rite hee
ham,"Sorry, left phone upstairs. OK, might be hectic but would be all my birds with one fell swoop. It's a date.",0,107,sorri left phone upstair ok might hectic would bird one fell swoop date
ham,* Thought I didn't see you.,0,27,thought see
spam,wamma get laid?want real doggin locations sent direct to your mobile? join the UKs largest dogging network. txt dogs to 69696 now!nyt. ec2a. 3lp £1.50/msg.,1,155,wamma get laid want real doggin locat sent direct mobil join uk largest dog network txt dog nyt ec lp msg
ham,Carlos says we can pick up from him later so yeah we're set,0,59,carlo say pick later yeah set
ham,"Hey babe, my friend had to cancel, still up for a visit ?",0,57,hey babe friend cancel still visit
ham,As per your request 'Maangalyam (Alaipayuthe)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,0,136,per request maangalyam alaipayuth set callertun caller press copi friend callertun
ham,Hmm ill have to think about it... ok you're forgiven! =D,0,56,hmm ill think ok forgiven
ham,"We are hoping to get away by 7, from Langport. You still up for town tonight?",0,77,hope get away langport still town tonight
ham,Want to send me a virtual hug?... I need one,0,44,want send virtual hug need one
ham,"Probably not, still going over some stuff here",0,46,probabl still go stuff
ham,It has issues right now. Ill fix for her by tomorrow.,0,53,issu right ill fix tomorrow
ham,Why i come in between you people,0,32,come peopl
ham,Senthil group company Apnt 5pm.,0,31,senthil group compani apnt pm
ham,Oh really?? Did you make it on air? What's your talent?,0,55,oh realli make air talent
ham,Studying. But i.ll be free next weekend.,0,40,studi free next weekend
ham,R u here yet? I'm wearing blue shirt n black pants.,0,51,r u yet wear blue shirt n black pant
ham,Wait.i will come out.. &lt;#&gt;  min:),0,39,wait come lt gt min
ham,I will reach ur home in  &lt;#&gt;  minutes,0,43,reach ur home lt gt minut
ham,Well then you have a great weekend!,0,35,well great weekend
ham,"What are you doing in langport? Sorry, but I'll probably be in bed by 9pm. It sucks being ill at xmas! When do you and go2sri lanka? ",0,133,langport sorri probabl bed pm suck ill xma go sri lanka
ham,"Frnd s not juz a word.....not merely a relationship.....its a silent promise which says ... "" I will be with YOU "" Wherevr.. Whenevr.. Forevr... Gudnyt dear..",0,158,frnd juz word mere relationship silent promis say wherevr whenevr forevr gudnyt dear
ham,Huh? 6 also cannot? Then only how many mistakes?,0,48,huh also cannot mani mistak
ham,Ha... U jus ate honey ar? So sweet...,0,37,ha u ju ate honey ar sweet
ham,I'm turning off my phone. My moms telling everyone I have cancer. And my sister won't stop calling. It hurts to talk. Can't put up with it. See u when u get home. Love u,0,169,turn phone mom tell everyon cancer sister stop call hurt talk put see u u get home love u
ham,"Honey ? Sweetheart ? Darling ? Sexy buns ? Sugar plum ? Loverboy ? I miss you, boytoy ... *smacks your ass* Did you go to the gym too ?",0,135,honey sweetheart darl sexi bun sugar plum loverboy miss boytoy smack ass go gym
ham,Thanks for loving me so. You rock,0,33,thank love rock
ham,Yeah imma come over cause jay wants to do some drugs,0,52,yeah imma come caus jay want drug
ham,Ok thanx... Take care then...,0,29,ok thanx take care
ham,Yup. Thk of u oso boring wat.,0,29,yup thk u oso bore wat
ham," came to look at the flat, seems ok, in his 50s? * Is away alot wiv work. Got woman coming at 6.30 too.",0,103,came look flat seem ok away alot wiv work got woman come
ham,Moji just informed me that you saved our lives. Thanks.,0,55,moji inform save live thank
